City,Coordinates,Administrative Division,Country,Country Code,Reason,Year,Places,Significance,,,,,,,,,,,,,,,,,
Edinburgh / 爱丁堡,"55.953333, -3.189167",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,Royal Mile / 皇家一英里,2,,,,,,,,,,,,,,,,,
Edinburgh / 爱丁堡,"55.953333, -3.189167",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,Scott Monument / 司各特纪念塔,1,,,,,,,,,,,,,,,,,
Edinburgh / 爱丁堡,"55.953333, -3.189167",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,University of Edinburgh / 爱丁堡大学,2,,,,,,,,,,,,,,,,,
Edinburgh / 爱丁堡,"55.953333, -3.189167",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,Calton Hill / 卡尔顿山,1,,,,,,,,,,,,,,,,,
Glasgow / 格拉斯哥,"55.861111, -4.25",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,George Square / 乔治广场,1,,,,,,,,,,,,,,,,,
Luss / 卢斯,"56.101491, -4.642252",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,Loch Lomond / 洛蒙德湖,1,,,,,,,,,,,,,,,,,
Glen Coe / 格伦科,"56.667778, -4.986667",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,Glen Coe / 格伦科峡谷,1,,,,,,,,,,,,,,,,,
Fort William / 威廉堡,"56.8198, -5.1052",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,Old Fort / 旧威廉城堡,1,,,,,,,,,,,,,,,,,
Glenfinnan / 格伦菲南,"56.870833, -5.446389",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,Glenfinnan Viaduct / 格伦菲南高架桥,2,,,,,,,,,,,,,,,,,
Portree / 波特里,"57.412, -6.192",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,The Storr / 斯托尔,1,,,,,,,,,,,,,,,,,
Dornie / 多尼,"57.2763, -5.5156",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,Eilean Donan / 艾琳多南城堡,1,,,,,,,,,,,,,,,,,
Fort Augustus / 奥古斯都堡,"57.1432, -4.6807",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,Loch Ness / 尼斯湖,3,,,,,,,,,,,,,,,,,
Pitlochry / 皮特洛赫里,"56.705, -3.733",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,Blair Athol Distillery / 布莱尔阿托尔酒厂,1,,,,,,,,,,,,,,,,,
St Andrews / 圣安德鲁斯,"56.3404, -2.7955",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,St Andrews Castle / 圣安德鲁斯城堡,1,,,,,,,,,,,,,,,,,
St Andrews / 圣安德鲁斯,"56.3404, -2.7955",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,St Andrews Cathedral / 圣安德鲁主教座堂,1,,,,,,,,,,,,,,,,,
St Andrews / 圣安德鲁斯,"56.3404, -2.7955",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,University of St Andrews / 圣安德鲁斯大学,2,,,,,,,,,,,,,,,,,
Edinburgh / 爱丁堡,"55.953333, -3.189167",Scotland / 苏格兰,United Kingdom / 英国,GBR,tourism,2019,Forth Bridge / 福斯桥,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2019,King's Gallery / 国王美术馆,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2019,Natural History Museum / 自然史博物馆,2,,,,,,,,,,,,,,,,,
Reading / 雷丁,"51.454167, -0.973056",England / 英格兰,United Kingdom / 英国,GBR,personal,2019,,1,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,home,2020,,10,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,university,2020,University of Oxford / 牛津大学,10,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2020,Bukingham Palace / 白金汉宫,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2020,Palace of Westminster / 威斯敏斯特宫,3,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2020,Tower Bridge / 伦敦塔桥,3,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2020,"Royal Observatory, Greenwich / 格林尼治皇家天文台",2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2020,British Museum / 大英博物馆,3,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2020,Hyde Park / 海德公园,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2020,St James's Park / 圣詹姆斯公园,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2020,Covent Garden / 科文特花园,2,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2020,University of Oxford Botanic Garden / 牛津大学植物园,1,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2020,Oxford University Museum of Natural History / 牛津大学自然史博物馆,1,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2020,Ashmolean Museum / 阿什莫林博物馆,2,,,,,,,,,,,,,,,,,
Birmingham / 伯明翰,"52.48, -1.9025",England / 英格兰,United Kingdom / 英国,GBR,tourism,2020,Winterbourne Botanic Garden / 温特伯恩植物园,1,,,,,,,,,,,,,,,,,
Birmingham / 伯明翰,"52.48, -1.9025",England / 英格兰,United Kingdom / 英国,GBR,tourism,2020,Library of Birmingham / 伯明翰图书馆,2,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,home,2021,,10,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,university,2021,University of Oxford / 牛津大学,10,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,personal,2021,,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,matchday,2021,Wembley Stadium / 温布利球场,5,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,matchday,2021,Wembley Stadium / 温布利球场,5,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,matchday,2021,Wembley Stadium / 温布利球场,5,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,tourism,2021,Kassam Stadium / 卡森体育场,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,airport,2021,LHR - London Heathrow Airport / 伦敦希思罗机场,1,,,,,,,,,,,,,,,,,
Amsterdam / 阿姆斯特丹,"52.372778, 4.893611",North Holland / 北荷兰省,Netherlands / 荷兰,NLD,airport,2021,AMS - Amsterdam Airport Schiphol / 阿姆斯特丹斯希普霍尔机场,1,,,,,,,,,,,,,,,,,
Minneapolis / 明尼阿波利斯,"44.981944, -93.269167",Minnesota / 明尼苏达州,United States / 美国,USA,airport,2021,MSP - Minneapolis–Saint Paul International Airport / 明尼阿波利斯-圣保罗国际机场,1,,,,,,,,,,,,,,,,,
Saint Paul / 圣保罗,"44.947778, -93.103889",Minnesota / 明尼苏达州,United States / 美国,USA,personal,2021,,1,,,,,,,,,,,,,,,,,
Saint Paul / 圣保罗,"44.947778, -93.103889",Minnesota / 明尼苏达州,United States / 美国,USA,tourism,2021,Minnesota State Capitol / 明尼苏达州议会大厦,1,,,,,,,,,,,,,,,,,
Saint Paul / 圣保罗,"44.947778, -93.103889",Minnesota / 明尼苏达州,United States / 美国,USA,tourism,2021,Minnesota History Center / 明尼苏达历史中心,1,,,,,,,,,,,,,,,,,
Minneapolis / 明尼阿波利斯,"44.981944, -93.269167",Minnesota / 明尼苏达州,United States / 美国,USA,tourism,2021,University of Minnesota / 明尼苏达大学,2,,,,,,,,,,,,,,,,,
Minneapolis / 明尼阿波利斯,"44.981944, -93.269167",Minnesota / 明尼苏达州,United States / 美国,USA,tourism,2021,Mills Ruin Park / 磨坊遗址公园,1,,,,,,,,,,,,,,,,,
Minneapolis / 明尼阿波利斯,"44.981944, -93.269167",Minnesota / 明尼苏达州,United States / 美国,USA,airport,2021,MSP - Minneapolis–Saint Paul International Airport / 明尼阿波利斯-圣保罗国际机场,1,,,,,,,,,,,,,,,,,
Chicago / 芝加哥,"41.881944, -87.627778",Illinois / 伊利诺伊州,United States / 美国,USA,airport,2021,ORD - Chicago O'Hare International Airport / 芝加哥奥黑尔国际机场,1,,,,,,,,,,,,,,,,,
Chicago / 芝加哥,"41.881944, -87.627778",Illinois / 伊利诺伊州,United States / 美国,USA,tourism,2021,Millennium Park / 千禧公园,2,,,,,,,,,,,,,,,,,
Chicago / 芝加哥,"41.881944, -87.627778",Illinois / 伊利诺伊州,United States / 美国,USA,tourism,2021,Magnificent Mile / 华丽一英里,2,,,,,,,,,,,,,,,,,
Chicago / 芝加哥,"41.881944, -87.627778",Illinois / 伊利诺伊州,United States / 美国,USA,tourism,2021,Art Institute of Chicago / 芝加哥艺术博物馆,2,,,,,,,,,,,,,,,,,
Chicago / 芝加哥,"41.881944, -87.627778",Illinois / 伊利诺伊州,United States / 美国,USA,tourism,2021,Navy Pier / 海军码头,2,,,,,,,,,,,,,,,,,
Chicago / 芝加哥,"41.881944, -87.627778",Illinois / 伊利诺伊州,United States / 美国,USA,tourism,2022,John Hancock Center / 约翰·汉考克中心,2,,,,,,,,,,,,,,,,,
Chicago / 芝加哥,"41.881944, -87.627778",Illinois / 伊利诺伊州,United States / 美国,USA,airport,2022,ORD - Chicago O'Hare International Airport / 芝加哥奥黑尔国际机场,1,,,,,,,,,,,,,,,,,
Minneapolis / 明尼阿波利斯,"44.981944, -93.269167",Minnesota / 明尼苏达州,United States / 美国,USA,airport,2022,MSP - Minneapolis–Saint Paul International Airport / 明尼阿波利斯-圣保罗国际机场,1,,,,,,,,,,,,,,,,,
Saint Paul / 圣保罗,"44.947778, -93.103889",Minnesota / 明尼苏达州,United States / 美国,USA,personal,2022,,1,,,,,,,,,,,,,,,,,
Minneapolis / 明尼阿波利斯,"44.981944, -93.269167",Minnesota / 明尼苏达州,United States / 美国,USA,tourism,2022,Mall of America / 美国购物中心,2,,,,,,,,,,,,,,,,,
Minneapolis / 明尼阿波利斯,"44.981944, -93.269167",Minnesota / 明尼苏达州,United States / 美国,USA,airport,2022,MSP - Minneapolis–Saint Paul International Airport / 明尼阿波利斯-圣保罗国际机场,1,,,,,,,,,,,,,,,,,
Detroit / 底特律,"42.331667, -83.045833",Michigan / 密歇根州,United States / 美国,USA,airport,2022,DTW - Detroit Metropolitan Wayne County Airport / 底特律都会韦恩县机场,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,airport,2022,LHR - London Heathrow Airport / 伦敦希思罗机场,1,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,home,2022,,10,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,university,2022,University of Oxford / 牛津大学,10,,,,,,,,,,,,,,,,,
Brighton / 布赖顿,"50.820833, -0.1375",England / 英格兰,United Kingdom / 英国,GBR,tourism,2022,Royal Pavilion / 英王阁,2,,,,,,,,,,,,,,,,,
Brighton / 布赖顿,"50.820833, -0.1375",England / 英格兰,United Kingdom / 英国,GBR,tourism,2022,Brighton Palace Pier / 布赖顿宫殿码头,2,,,,,,,,,,,,,,,,,
Brighton / 布赖顿,"50.820833, -0.1375",England / 英格兰,United Kingdom / 英国,GBR,tourism,2022,Brighton i360 / 布赖顿i360,1,,,,,,,,,,,,,,,,,
Eastbourne / 伊斯特本,"50.77, 0.28",England / 英格兰,United Kingdom / 英国,GBR,tourism,2022,Seven Sisters / 七姐妹岩,2,,,,,,,,,,,,,,,,,
Portsmouth / 朴次茅斯,"50.805833, -1.087222",England / 英格兰,United Kingdom / 英国,GBR,tourism,2022,Spinnaker Tower / 斯宾纳克塔,1,,,,,,,,,,,,,,,,,
Portsmouth / 朴次茅斯,"50.805833, -1.087222",England / 英格兰,United Kingdom / 英国,GBR,tourism,2022,Portsmouth Historic Dockyard / 朴茨茅斯历史船坞,1,,,,,,,,,,,,,,,,,
Penzance / 彭赞斯,"50.119, -5.537",England / 英格兰,United Kingdom / 英国,GBR,tourism,2022,Mount's Bay / 芒特湾,1,,,,,,,,,,,,,,,,,
St Ives / 圣艾夫斯,"50.211, -5.48",England / 英格兰,United Kingdom / 英国,GBR,tourism,2022,St Ives Harbour Beach / 圣艾夫斯港口海滩,2,,,,,,,,,,,,,,,,,
St Ives / 圣艾夫斯,"50.211, -5.48",England / 英格兰,United Kingdom / 英国,GBR,tourism,2022,St Ives Head / 圣艾夫斯岬角,1,,,,,,,,,,,,,,,,,
St Ives / 圣艾夫斯,"50.211, -5.48",England / 英格兰,United Kingdom / 英国,GBR,tourism,2022,Tate St Ives / 泰特圣艾夫斯,1,,,,,,,,,,,,,,,,,
Penzance / 彭赞斯,"50.119, -5.537",England / 英格兰,United Kingdom / 英国,GBR,tourism,2022,Minack Theatre / 米纳克剧场,2,,,,,,,,,,,,,,,,,
Penzance / 彭赞斯,"50.119, -5.537",England / 英格兰,United Kingdom / 英国,GBR,tourism,2022,Land's End / 兰兹角,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,airport,2022,LHR - London Heathrow Airport / 伦敦希思罗机场,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,airport,2022,SEA - Seattle–Tacoma International Airport / 西雅图-塔科马国际机场,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,personal,2022,,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,tourism,2022,Pike Place Market / 派克市场,2,,,,,,,,,,,,,,,,,
Portland / 波特兰,"45.52, -122.681944",Oregon / 俄勒冈州,United States / 美国,USA,tourism,2022,Pearl District / 珍珠区,2,,,,,,,,,,,,,,,,,
Portland / 波特兰,"45.52, -122.681944",Oregon / 俄勒冈州,United States / 美国,USA,tourism,2022,Pioneer Courthouse Square / 先锋法院广场,1,,,,,,,,,,,,,,,,,
Portland / 波特兰,"45.52, -122.681944",Oregon / 俄勒冈州,United States / 美国,USA,tourism,2022,Pittock Mansion / 皮托克邸,1,,,,,,,,,,,,,,,,,
Xiping / 西平,"33.388, 114.022",Henan / 河南省,China / 中国,CHN,personal,2023,Pan Village / 潘庄,1,,,,,,,,,,,,,,,,,
Laoting / 乐亭,"39.433333, 118.916669",Hebei / 河北省,China / 中国,CHN,personal,2023,Zhong Village / 钟庄,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,home,2023,,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,tourism,2023,Zhengzhou Museum / 郑州博物馆,1,,,,,,,,,,,,,,,,,
Zhengzhou / 郑州,"34.764, 113.684",Henan / 河南省,China / 中国,CHN,airport,2023,CGO - Zhengzhou Xinzheng International Airport / 郑州新郑国际机场,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,personal,2023,,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,tourism,2023,University of Washington / 华盛顿大学,2,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,airport,2023,SEA - Seattle–Tacoma International Airport / 西雅图-塔科马国际机场,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,airport,2023,LHR - London Heathrow Airport / 伦敦希思罗机场,1,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,home,2023,,8,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,university,2023,University of Oxford / 牛津大学,8,,,,,,,,,,,,,,,,,
Birmingham / 伯明翰,"52.48, -1.9025",England / 英格兰,United Kingdom / 英国,GBR,tourism,2023,Bull Ring / 牛环,1,,,,,,,,,,,,,,,,,
Oxford / 牛津,"51.751944, -1.257778",England / 英格兰,United Kingdom / 英国,GBR,matchday,2023,Kassam Stadium / 卡森体育场,1,,,,,,,,,,,,,,,,,
Crawley / 克劳利,"51.109167, -0.187222",England / 英格兰,United Kingdom / 英国,GBR,airport,2023,LGW - London Gatwick Airport / 伦敦盖特威克机场,1,,,,,,,,,,,,,,,,,
Shanghai / 上海,"31.2325, 121.469167",Shanghai / 上海市,China / 中国,CHN,airport,2023,PVG - Shanghai Pudong International Airport / 上海浦东国际机场,1,,,,,,,,,,,,,,,,,
Beijing / 北京,"39.906667, 116.3975",Beijing / 北京市,China / 中国,CHN,personal,2023,,2,,,,,,,,,,,,,,,,,
Vantaa / 万塔,"60.294444, 25.040278",Uusimaa / 新地区,Finland / 芬兰,FIN,airport,2023,HEL - Helsinki-Vantaa Airport / 赫尔辛基-万塔机场,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,airport,2023,LHR - London Heathrow Airport / 伦敦希思罗机场,1,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,tourism,2023,Covent Garden / 科文特花园,2,,,,,,,,,,,,,,,,,
London / 伦敦,"51.507222, -0.1275",England / 英格兰,United Kingdom / 英国,GBR,airport,2023,LHR - London Heathrow Airport / 伦敦希思罗机场,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,airport,2023,SEA - Seattle–Tacoma International Airport / 西雅图-塔科马国际机场,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,home,2023,,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,tourism,2023,Kerry Park / 克里公园,1,,,,,,,,,,,,,,,,,
Bainbridge Island / 班布里奇岛,"47.638611, -122.507222",Washington / 华盛顿州,United States / 美国,USA,tourism,2023,Bloedel Reserve / 布洛德尔花园,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,home,2024,,10,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,work,2024,Fred Hutchinson Cancer Center / 弗雷德·哈钦森癌症中心,9,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,tourism,2024,Washington Park Arboretum / 华盛顿公园植物园,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,matchday,2024,Lumen Field / 流明球场,2,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,tourism,2024,Volunteer Park / 义工公园,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,airport,2024,SEA - Seattle–Tacoma International Airport / 西雅图-塔科马国际机场,1,,,,,,,,,,,,,,,,,
Las Vegas / 拉斯维加斯,"36.1672, -115.1486",Nevada / 内华达州,United States / 美国,USA,airport,2024,LAS - Harry Reid International Airport / 哈里·里德国际机场,1,,,,,,,,,,,,,,,,,
Las Vegas / 拉斯维加斯,"36.1672, -115.1486",Nevada / 内华达州,United States / 美国,USA,tourism,2024,Las Vegas Strip / 拉斯维加斯大道,2,,,,,,,,,,,,,,,,,
Las Vegas / 拉斯维加斯,"36.1672, -115.1486",Nevada / 内华达州,United States / 美国,USA,tourism,2024,MGM Grand Las Vegas / 美高梅大酒店,1,,,,,,,,,,,,,,,,,
Las Vegas / 拉斯维加斯,"36.1672, -115.1486",Nevada / 内华达州,United States / 美国,USA,tourism,2024,Luxor Las Vegas / 卢克索酒店,1,,,,,,,,,,,,,,,,,
Las Vegas / 拉斯维加斯,"36.1672, -115.1486",Nevada / 内华达州,United States / 美国,USA,tourism,2024,Caesars Palace / 恺撒宫赌场,1,,,,,,,,,,,,,,,,,
Las Vegas / 拉斯维加斯,"36.1672, -115.1486",Nevada / 内华达州,United States / 美国,USA,tourism,2024,Bellagio / 百乐宫酒店,1,,,,,,,,,,,,,,,,,
Las Vegas / 拉斯维加斯,"36.1672, -115.1486",Nevada / 内华达州,United States / 美国,USA,tourism,2024,The Venetian Las Vegas / 威尼斯人酒店,2,,,,,,,,,,,,,,,,,
Las Vegas / 拉斯维加斯,"36.1672, -115.1486",Nevada / 内华达州,United States / 美国,USA,matchday,2024,Allegiant Stadium / 忠实体育场,5,,,,,,,,,,,,,,,,,
Page / 佩吉,"36.914167, -111.503333",Arizona / 亚利桑那州,United States / 美国,USA,tourism,2024,Lake Powell / 鲍威尔湖,1,,,,,,,,,,,,,,,,,
Page / 佩吉,"36.914167, -111.503333",Arizona / 亚利桑那州,United States / 美国,USA,tourism,2024,Glen Canyon Dam / 格伦峡谷大坝,1,,,,,,,,,,,,,,,,,
Page / 佩吉,"36.914167, -111.503333",Arizona / 亚利桑那州,United States / 美国,USA,tourism,2024,Horseshoe Bend / 马蹄湾,2,,,,,,,,,,,,,,,,,
Page / 佩吉,"36.914167, -111.503333",Arizona / 亚利桑那州,United States / 美国,USA,tourism,2024,Antelope Canyon / 羚羊峡谷,2,,,,,,,,,,,,,,,,,
Boulder City / 博尔德城,"35.978611, -114.8325",Nevada / 内华达州,United States / 美国,USA,tourism,2024,Hoover Dam / 胡佛水坝,2,,,,,,,,,,,,,,,,,
Boulder City / 博尔德城,"35.978611, -114.8325",Nevada / 内华达州,United States / 美国,USA,tourism,2024,Hemenway Park / 赫门威公园,1,,,,,,,,,,,,,,,,,
Las Vegas / 拉斯维加斯,"36.1672, -115.1486",Nevada / 内华达州,United States / 美国,USA,airport,2024,LAS - Harry Reid International Airport / 哈里·里德国际机场,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,airport,2024,SEA - Seattle–Tacoma International Airport / 西雅图-塔科马国际机场,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,matchday,2024,Lumen Field / 流明球场,2,,,,,,,,,,,,,,,,,
Port Angeles / 安吉利斯港,"48.126389, -123.477778",Washington / 华盛顿州,United States / 美国,USA,tourism,2024,Olympic Game Farm / 奥林匹克野生动物农场,1,,,,,,,,,,,,,,,,,
Port Angeles / 安吉利斯港,"48.126389, -123.477778",Washington / 华盛顿州,United States / 美国,USA,tourism,2024,Hurricane Ridge / 飓风岭,1,,,,,,,,,,,,,,,,,
Port Angeles / 安吉利斯港,"48.126389, -123.477778",Washington / 华盛顿州,United States / 美国,USA,tourism,2024,Lake Crescent / 新月湖,1,,,,,,,,,,,,,,,,,
Forks / 福克斯,"47.950278, -124.385556",Washington / 华盛顿州,United States / 美国,USA,tourism,2024,Hoh Rainforest / 霍河雨林,1,,,,,,,,,,,,,,,,,
Forks / 福克斯,"47.950278, -124.385556",Washington / 华盛顿州,United States / 美国,USA,tourism,2024,Ruby Beach / 红宝石海滩,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,tourism,2024,Central Waterfront / 西雅图中央海滨,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,tourism,2024,Kerry Park / 克里公园,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,airport,2024,SEA - Seattle–Tacoma International Airport / 西雅图-塔科马国际机场,1,,,,,,,,,,,,,,,,,
Los Angeles / 洛杉矶,"34.05, -118.25",California / 加利福尼亚州,United States / 美国,USA,airport,2024,LAX - Los Angeles International Airport / 洛杉矶国际机场,1,,,,,,,,,,,,,,,,,
Los Angeles / 洛杉矶,"34.05, -118.25",California / 加利福尼亚州,United States / 美国,USA,tourism,2024,Santa Monica Pier / 圣莫尼卡码头,2,,,,,,,,,,,,,,,,,
Anaheim / 阿纳海姆,"33.836111, -117.889722",California / 加利福尼亚州,United States / 美国,USA,tourism,2024,Disneyland / 迪士尼乐园,2,,,,,,,,,,,,,,,,,
Los Angeles / 洛杉矶,"34.05, -118.25",California / 加利福尼亚州,United States / 美国,USA,tourism,2024,Getty Center / 盖蒂中心,2,,,,,,,,,,,,,,,,,
Los Angeles / 洛杉矶,"34.05, -118.25",California / 加利福尼亚州,United States / 美国,USA,tourism,2024,Warner Bros. Studios Burbank / 伯班克华纳兄弟片场,2,,,,,,,,,,,,,,,,,
Los Angeles / 洛杉矶,"34.05, -118.25",California / 加利福尼亚州,United States / 美国,USA,tourism,2024,Little Tokyo / 小东京,1,,,,,,,,,,,,,,,,,
Los Angeles / 洛杉矶,"34.05, -118.25",California / 加利福尼亚州,United States / 美国,USA,airport,2024,LAX - Los Angeles International Airport / 洛杉矶国际机场,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,airport,2024,SEA - Seattle–Tacoma International Airport / 西雅图-塔科马国际机场,1,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,home,2025,,10,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,work,2025,Fred Hutchinson Cancer Center / 弗雷德·哈钦森癌症中心,10,,,,,,,,,,,,,,,,,
Seattle / 西雅图,"47.603889, -122.33",Washington / 华盛顿州,United States / 美国,USA,matchday,2025,Lumen Field / 流明球场,2,,,,,,,,,,,,,,,,,
